league,date,Blue,Red,winner,BT,BTC,BTK,BTD,BTA,BTCS,BTG,BJ,BJC,BJK,BJD,BJA,BJCS,BJG,BM,BMC,BMK,BMD,BMA,BMCS,BMG,BA,BAC,BAK,BAD,BAA,BACS,BAG,BS,BSC,BSK,BSD,BSA,BSCS,BSG,RT,RTC,RTK,RTD,RTA,RTCS,RTG,RJ,RJC,RJK,RJD,RJA,RJCS,RJG,RM,RMC,RMK,RMD,RMA,RMCS,RMG,RA,RAC,RAK,RAD,RAA,RACS,RAG,RS,RSC,RSK,RSD,RSA,RSCS,RSG
2013LCKWINTER,2012-12-08,Azubu Blaze,MVP White,1,Flame,Jax,2,0,5,186.0,,Helios (Shin Dong-jin),Dr. Mundo,3,0,8,106.0,,Ambition,Evelynn,4,2,7,164.0,,Cpt Jack,Corki,7,2,5,172.0,,Lustboy,Nunu,3,0,11,34.0,,Homme,Irelia,2,5,1,133.0,,DanDy,Darius,1,4,1,123.0,,Mima,Vladimir,0,2,2,157.0,,Imp,Sivir,0,4,0,157.0,,Ming9,Zyra,1,4,1,12.0,
2013LCKWINTER,2012-12-08,MVP White,Azubu Blaze,1,Homme,Shen,4,0,12,197.0,,DanDy,Nocturne,3,0,17,176.0,,Mima,Orianna,4,1,10,200.0,,Imp,Graves,11,1,7,205.0,,Ming9,Sona,0,3,17,29.0,,Flame,Vladimir,1,3,1,235.0,,Helios (Shin Dong-jin),Amumu,1,7,1,82.0,,Ambition,Kha'Zix,1,3,3,213.0,,Cpt Jack,Ezreal,1,4,2,252.0,,Lustboy,Blitzcrank,1,5,2,16.0,
2013LCKWINTER,2012-12-08,Azubu Frost,KT Rolster B,0,Shy,Vayne,4,4,9,331.0,,CloudTemplar,Nunu,3,6,12,176.0,,RapidStar,Diana,5,7,6,306.0,,Woong (Jang Gun-woong),Corki,5,6,9,333.0,,MadLife,Leona,0,9,8,13.0,,Ragan,Irelia,4,5,14,255.0,,KaKAO,Cho'Gath,3,5,17,112.0,,Ryu,Mordekaiser,7,3,14,331.0,,Score,Ezreal,16,1,11,252.0,,Mafa,Lulu,2,3,19,38.0,
2013LCKWINTER,2012-12-08,KT Rolster B,Azubu Frost,0,Ragan,Rumble,0,3,0,,,KaKAO,Cho'Gath,0,3,0,,,Ryu,Jayce,0,2,0,,,Score,Caitlyn,0,3,0,,,Mafa,Nunu,0,3,0,,,Shy,Jax,3,0,3,,,CloudTemplar,Amumu,1,0,9,,,RapidStar,Katarina,5,0,7,,,Woong (Jang Gun-woong),Ezreal,3,0,11,,,MadLife,Sona,2,0,12,,
2013LCKWINTER,2012-12-26,CJ Entus,Azubu Frost,0,LongPanda,Olaf,4,5,1,173.0,,InSec,Lee Sin,1,4,5,151.0,,Dade,Twisted Fate,2,5,7,223.0,,Space,Ezreal,3,4,3,223.0,,Kish,Zyra,2,4,8,13.0,,Shy,Elise,6,3,7,203.0,,CloudTemplar,Amumu,1,2,11,186.0,,RapidStar,Nocturne,9,0,4,232.0,,Woong (Jang Gun-woong),Miss Fortune,4,4,9,180.0,,MadLife,Sona,1,3,15,26.0,
2013LCKWINTER,2012-12-26,Azubu Frost,CJ Entus,1,Shy,Zed,8,4,16,312.0,,CloudTemplar,Amumu,4,6,22,221.0,,RapidStar,Evelynn,14,3,12,228.0,,Woong (Jang Gun-woong),Ashe,6,6,19,291.0,,MadLife,Alistar,2,4,24,26.0,,LongPanda,Irelia,8,6,8,260.0,,InSec,Darius,6,7,10,183.0,,Dade,Ryze,6,5,11,316.0,,Space,Caitlyn,1,8,9,316.0,,Kish,Zyra,1,8,11,38.0,
2013LCKWINTER,2012-12-26,CJ Entus,Azubu Frost,1,LongPanda,Xin Zhao,4,2,6,134.0,,InSec,Zed,5,3,3,204.0,,Dade,Twisted Fate,2,5,6,250.0,,Space,Caitlyn,2,1,9,254.0,,Kish,Nunu,2,1,9,17.0,,Shy,Jax,3,2,5,183.0,,CloudTemplar,Amumu,1,4,7,118.0,,RapidStar,Katarina,4,4,4,200.0,,Woong (Jang Gun-woong),Miss Fortune,2,1,4,208.0,,MadLife,Zyra,2,4,5,38.0,
2013LCKWINTER,2012-12-26,Azubu Frost,CJ Entus,0,Shy,Rumble,2,5,3,176.0,,CloudTemplar,Olaf,0,4,3,129.0,,RapidStar,Jayce,3,4,0,166.0,,Woong (Jang Gun-woong),Miss Fortune,0,1,4,175.0,,MadLife,Sona,0,5,4,12.0,,LongPanda,Xin Zhao,3,0,12,122.0,,InSec,Amumu,3,2,10,122.0,,Dade,Lee Sin,9,0,6,196.0,,Space,Caitlyn,4,2,4,199.0,,Kish,Nunu,0,1,12,19.0,
2013LCKWINTER,2012-12-26,CJ Entus,Azubu Frost,0,LongPanda,Xin Zhao,2,10,15,170.0,,InSec,Zed,5,8,9,329.0,,Dade,Kha'Zix,13,3,7,431.0,,Space,Caitlyn,4,8,17,265.0,,Kish,Zyra,6,9,14,18.0,,Shy,Rengar,8,6,24,361.0,,CloudTemplar,Shen,10,3,25,364.0,,RapidStar,Evelynn,12,11,19,277.0,,Woong (Jang Gun-woong),Ashe,5,4,12,315.0,,MadLife,Sona,3,6,27,48.0,
2013LCKWINTER,2012-12-28,Incredible Miracle,Azubu Blaze,1,Lilac (Jeon Ho-jin),Rumble,7,3,10,179.0,,Ring Troll,Lee Sin,3,1,13,139.0,,MidKing,Jayce,9,1,10,247.0,,Paragon,Ezreal,3,4,15,235.0,,Lasha,Zyra,3,1,14,49.0,,Flame,Irelia,1,3,2,286.0,,Helios (Shin Dong-jin),Xin Zhao,2,9,2,147.0,,Ambition,LeBlanc,4,2,1,221.0,,Cpt Jack,Miss Fortune,3,4,4,333.0,,Lustboy,Sona,0,7,7,38.0,
2013LCKWINTER,2012-12-28,Azubu Blaze,Incredible Miracle,0,Flame,Olaf,3,6,2,184.0,,Helios (Shin Dong-jin),Nocturne,3,3,2,156.0,,Ambition,Diana,1,3,2,257.0,,Cpt Jack,Ashe,0,6,3,214.0,,Lustboy,Sona,0,4,2,19.0,,Lilac (Jeon Ho-jin),Lee Sin,8,2,8,168.0,,Ring Troll,Cho'Gath,0,2,9,124.0,,MidKing,Ryze,10,1,7,240.0,,Paragon,Miss Fortune,2,2,12,250.0,,Lasha,Taric,2,0,14,20.0,
2013LCKWINTER,2012-12-28,Incredible Miracle,Azubu Blaze,0,Lilac (Jeon Ho-jin),Darius,5,7,2,279.0,,Ring Troll,Lee Sin,1,3,4,146.0,,MidKing,Ziggs,1,3,4,372.0,,Paragon,Ezreal,2,2,3,343.0,,Lasha,Zyra,0,3,3,39.0,,Flame,Olaf,7,3,7,273.0,,Helios (Shin Dong-jin),Amumu,0,4,11,178.0,,Ambition,Nocturne,7,2,4,348.0,,Cpt Jack,Miss Fortune,3,0,8,365.0,,Lustboy,Lulu,1,0,9,70.0,
2013LCKWINTER,2012-12-28,Azubu Blaze,Incredible Miracle,1,Flame,Shen,8,0,14,271.0,,Helios (Shin Dong-jin),Amumu,1,2,16,118.0,,Ambition,Kha'Zix,4,2,12,307.0,,Cpt Jack,Miss Fortune,8,2,11,256.0,,Lustboy,Lulu,5,2,16,73.0,,Lilac (Jeon Ho-jin),Cho'Gath,3,5,4,206.0,,Ring Troll,Lee Sin,1,6,5,97.0,,MidKing,Diana,1,6,4,293.0,,Paragon,Ezreal,3,3,2,307.0,,Lasha,Sona,0,6,5,31.0,
2013LCKWINTER,2012-12-28,Incredible Miracle,Azubu Blaze,0,Lilac (Jeon Ho-jin),Rengar,2,3,2,215.0,,Ring Troll,Shen,2,1,3,139.0,,MidKing,Twisted Fate,1,3,5,291.0,,Paragon,Miss Fortune,2,6,3,234.0,,Lasha,Zyra,2,3,3,34.0,,Flame,Shen,2,1,13,221.0,,Helios (Shin Dong-jin),Amumu,5,2,3,135.0,,Ambition,Evelynn,3,2,7,275.0,,Cpt Jack,Miss Fortune,5,3,7,273.0,,Lustboy,Lulu,1,1,12,41.0,
2013LCKWINTER,2013-01-02,NaJin Sword,MVP White,1,MakNooN,Elise,7,3,10,212.0,,Watch,Amumu,0,4,8,130.0,,SSONG,Kayle,4,2,16,355.0,,PraY,Miss Fortune,7,3,11,313.0,,Cain,Sona,2,4,14,26.0,,Homme,Irelia,3,6,5,250.0,,DanDy,Cho'Gath,2,3,5,199.0,,Mima,Ryze,2,5,7,251.0,,Imp,Graves,4,2,4,392.0,,Ming9,LeBlanc,4,4,4,25.0,
2013LCKWINTER,2013-01-02,MVP White,NaJin Sword,0,Homme,Darius,2,3,4,267.0,,DanDy,Lee Sin,0,5,4,159.0,,Mima,Ziggs,5,3,1,386.0,,Imp,Varus,1,3,3,365.0,,Ming9,Sona,0,5,4,23.0,,MakNooN,Shen,3,3,14,244.0,,Watch,Amumu,1,2,13,139.0,,SSONG,Kha'Zix,5,2,6,354.0,,PraY,Miss Fortune,8,1,8,354.0,,Cain,Lulu,2,0,14,33.0,
2013LCKWINTER,2013-01-02,NaJin Sword,MVP White,1,MakNooN,Kha'Zix,5,2,3,293.0,,Watch,Xin Zhao,1,2,8,129.0,,SSONG,Kayle,4,0,7,274.0,,PraY,Ezreal,4,1,8,244.0,,Cain,Sona,2,2,10,35.0,,Homme,Lee Sin,1,2,4,298.0,,DanDy,Amumu,2,3,1,150.0,,Mima,Karthus,2,3,2,239.0,,Imp,Ashe,2,4,2,238.0,,Ming9,Lulu,0,4,5,18.0,
2013LCKWINTER,2013-01-04,KT Rolster A,KT Rolster B,0,Vitamin,Olaf,3,3,1,251.0,,Joono,Lee Sin,2,3,2,144.0,,Zero (Yoon Kyung-sup),Evelynn,0,3,4,268.0,,Hiro (Lee Woo-suk),Caitlyn,0,2,3,306.0,,Wall,Lulu,0,2,3,44.0,,Ragan,Shen,4,1,9,281.0,,KaKAO,Cho'Gath,2,1,5,140.0,,Ryu,Ryze,0,2,13,277.0,,Score,Ezreal,7,0,6,295.0,,Mafa,Taric,0,1,11,25.0,
2013LCKWINTER,2013-01-04,KT Rolster B,KT Rolster A,1,Ragan,Olaf,6,1,3,185.0,,KaKAO,Lee Sin,2,2,8,95.0,,Ryu,Diana,5,1,4,247.0,,Score,Graves,1,0,8,251.0,,Mafa,Lulu,0,1,11,25.0,,Vitamin,Irelia,1,4,2,169.0,,Joono,Amumu,1,3,3,95.0,,Zero (Yoon Kyung-sup),Orianna,2,3,0,222.0,,Hiro (Lee Woo-suk),Ezreal,1,2,0,222.0,,Wall,Sona,0,2,1,11.0,
2013LCKWINTER,2013-01-04,KT Rolster A,KT Rolster B,1,Vitamin,Renekton,3,2,11,201.0,,Joono,Evelynn,4,4,7,151.0,,Zero (Yoon Kyung-sup),Diana,2,2,8,240.0,,Hiro (Lee Woo-suk),Varus,5,4,9,212.0,,Wall,Lulu,3,3,9,24.0,,Ragan,Olaf,0,4,6,182.0,,KaKAO,Lee Sin,5,5,7,97.0,,Ryu,Jarvan IV,8,4,1,205.0,,Score,Ezreal,2,0,7,244.0,,Mafa,Alistar,0,4,10,17.0,
2013LCKWINTER,2013-01-04,KT Rolster B,KT Rolster A,1,Ragan,Shen,3,2,6,203.0,,KaKAO,Zed,0,2,3,158.0,,Ryu,Kha'Zix,7,0,3,202.0,,Score,Vayne,3,0,3,226.0,,Mafa,Nunu,1,1,6,15.0,,Vitamin,Renekton,1,4,2,177.0,,Joono,Shaco,0,4,3,92.0,,Zero (Yoon Kyung-sup),Zyra,1,3,1,227.0,,Hiro (Lee Woo-suk),Caitlyn,0,2,1,227.0,,Wall,LeBlanc,3,1,1,14.0,
2013LCKWINTER,2013-01-09,Azubu Frost,Azubu Blaze,0,Shy,Rumble,0,2,1,224.0,,CloudTemplar,Lee Sin,0,1,1,114.0,,RapidStar,Lux,1,2,0,216.0,,Woong (Jang Gun-woong),Ezreal,1,1,0,286.0,,MadLife,Alistar,0,2,2,41.0,,Flame,Elise,1,0,3,215.0,,Helios (Shin Dong-jin),Cho'Gath,0,0,5,116.0,,Ambition,Kayle,6,1,2,319.0,,Cpt Jack,Miss Fortune,1,1,5,313.0,,Lustboy,Taric,0,0,8,13.0,
2013LCKWINTER,2013-01-09,Azubu Blaze,Azubu Frost,0,Flame,Darius,3,4,2,238.0,,Helios (Shin Dong-jin),Cho'Gath,1,5,4,131.0,,Ambition,Kayle,4,5,4,262.0,,Cpt Jack,Miss Fortune,1,3,6,253.0,,Lustboy,Nami,1,3,7,24.0,,Shy,Irelia,6,1,10,221.0,,CloudTemplar,Nocturne,6,2,7,178.0,,RapidStar,Ahri,2,2,10,221.0,,Woong (Jang Gun-woong),Urgot,4,1,13,232.0,,MadLife,Taric,2,4,12,50.0,
2013LCKWINTER,2013-01-09,Azubu Frost,Azubu Blaze,1,Shy,Olaf,2,4,7,262.0,,CloudTemplar,Cho'Gath,2,4,9,141.0,,RapidStar,Ryze,4,0,9,291.0,,Woong (Jang Gun-woong),Miss Fortune,8,4,5,243.0,,MadLife,Blitzcrank,2,1,13,42.0,,Flame,Elise,5,2,4,208.0,,Helios (Shin Dong-jin),Xin Zhao,1,3,7,141.0,,Ambition,Syndra,1,5,7,297.0,,Cpt Jack,Vayne,5,4,5,256.0,,Lustboy,Sona,1,4,9,23.0,
2013LCKWINTER,2013-01-09,Azubu Blaze,Azubu Frost,1,Flame,Olaf,4,3,10,293.0,,Helios (Shin Dong-jin),Amumu,0,4,15,166.0,,Ambition,Ryze,5,4,8,473.0,,Cpt Jack,Caitlyn,9,4,7,566.0,,Lustboy,Nunu,2,3,13,47.0,,Shy,Kha'Zix,3,5,5,291.0,,CloudTemplar,Jarvan IV,2,3,13,167.0,,RapidStar,Karthus,3,6,10,330.0,,Woong (Jang Gun-woong),Graves,5,4,8,361.0,,MadLife,Lulu,5,2,8,66.0,
2013LCKWINTER,2013-01-09,Azubu Blaze,Azubu Frost,0,Flame,Shen,2,3,6,217.0,,Helios (Shin Dong-jin),Nocturne,3,5,6,145.0,,Ambition,Ryze,4,2,3,328.0,,Cpt Jack,Urgot,2,6,3,158.0,,Lustboy,Taric,0,2,9,25.0,,Shy,Olaf,8,1,3,257.0,,CloudTemplar,Shen,2,2,11,201.0,,RapidStar,Evelynn,2,3,8,201.0,,Woong (Jang Gun-woong),Miss Fortune,2,2,9,210.0,,MadLife,Blitzcrank,4,3,8,32.0,
2013LCKWINTER,2013-01-16,NaJin Sword,KT Rolster B,1,MakNooN,Kha'Zix,6,1,6,362.0,,Watch,Cho'Gath,0,1,10,128.0,,SSONG,Ryze,1,1,8,375.0,,PraY,Ezreal,6,0,5,375.0,,Cain,Leona,0,2,9,19.0,,Ragan,Renekton,1,4,3,307.0,,KaKAO,Nocturne,0,3,4,187.0,,Ryu,Evelynn,4,2,0,259.0,,Score,Graves,0,2,3,421.0,,Mafa,Taric,0,2,4,25.0,
2013LCKWINTER,2013-01-16,KT Rolster B,NaJin Sword,1,Ragan,Irelia,1,1,9,223.0,,KaKAO,Nocturne,2,2,6,180.0,,Ryu,Kha'Zix,7,1,8,284.0,,Score,Miss Fortune,5,0,7,321.0,,Mafa,Sona,1,0,12,19.0,,MakNooN,Elise,2,4,1,224.0,,Watch,Cho'Gath,1,1,2,146.0,,SSONG,Ryze,0,5,2,287.0,,PraY,Ezreal,1,3,2,282.0,,Cain,Alistar,0,3,2,15.0,
2013LCKWINTER,2013-01-16,NaJin Sword,KT Rolster B,1,MakNooN,Rumble,2,4,6,166.0,,Watch,Amumu,0,2,11,116.0,,SSONG,Evelynn,10,0,7,284.0,,PraY,Miss Fortune,6,2,8,308.0,,Cain,Leona,0,0,14,30.0,,Ragan,Irelia,3,5,1,179.0,,KaKAO,Nocturne,0,5,5,135.0,,Ryu,Ryze,1,4,3,304.0,,Score,Ezreal,4,1,3,281.0,,Mafa,Taric,0,3,6,15.0,
2013LCKWINTER,2013-01-16,KT Rolster B,NaJin Sword,0,Ragan,Renekton,3,2,5,350.0,,KaKAO,Nocturne,2,4,5,210.0,,Ryu,Kha'Zix,2,5,5,412.0,,Score,Ezreal,4,3,6,388.0,,Mafa,Leona,0,4,9,29.0,,MakNooN,Shen,0,1,18,390.0,,Watch,Amumu,2,1,15,167.0,,SSONG,Gragas,7,3,7,411.0,,PraY,Miss Fortune,9,2,7,364.0,,Cain,Taric,0,4,16,29.0,
2013LCKWINTER,2013-01-11,Azubu Blaze,Azubu Frost,1,Flame,Nidalee,4,2,4,493.0,,Helios (Shin Dong-jin),Olaf,1,6,8,216.0,,Ambition,Orianna,4,5,9,441.0,,Cpt Jack,Caitlyn,3,2,8,474.0,,Lustboy,Nunu,2,4,12,48.0,,Shy,Elise,5,2,5,414.0,,CloudTemplar,Jarvan IV,0,9,14,217.0,,RapidStar,Ahri,5,2,11,453.0,,Woong (Jang Gun-woong),Ezreal,8,0,7,541.0,,MadLife,Sona,1,1,14,52.0,
2013LCKWINTER,2013-01-11,Azubu Frost,Azubu Blaze,1,Shy,Rumble,2,1,10,220.0,,CloudTemplar,Cho'Gath,2,1,10,161.0,,RapidStar,Karthus,5,5,8,370.0,,Woong (Jang Gun-woong),Kog'Maw,5,2,7,253.0,,MadLife,Elise,1,1,6,25.0,,Flame,Irelia,0,4,4,260.0,,Helios (Shin Dong-jin),Amumu,1,3,5,123.0,,Ambition,Orianna,2,2,6,379.0,,Cpt Jack,Miss Fortune,7,4,0,294.0,,Lustboy,Lulu,0,2,6,30.0,
2013LCKWINTER,2013-01-11,Azubu Blaze,Azubu Frost,1,Flame,Olaf,9,3,8,209.0,,Helios (Shin Dong-jin),Cho'Gath,0,2,11,102.0,,Ambition,Twisted Fate,1,4,14,249.0,,Cpt Jack,Kog'Maw,9,2,4,190.0,,Lustboy,Nunu,1,2,8,21.0,,Shy,Zed,3,4,6,188.0,,CloudTemplar,Amumu,0,6,9,95.0,,RapidStar,Ryze,6,4,4,218.0,,Woong (Jang Gun-woong),Miss Fortune,4,2,4,185.0,,MadLife,Sona,0,4,11,31.0,
2013LCKWINTER,2013-01-11,Azubu Frost,Azubu Blaze,1,Shy,Irelia,6,2,6,213.0,,CloudTemplar,Nocturne,0,1,12,183.0,,RapidStar,Anivia,4,0,6,317.0,,Woong (Jang Gun-woong),Miss Fortune,4,1,9,205.0,,MadLife,Blitzcrank,1,2,12,17.0,,Flame,Darius,2,4,3,229.0,,Helios (Shin Dong-jin),Cho'Gath,0,1,4,141.0,,Ambition,Ryze,2,5,3,316.0,,Cpt Jack,Caitlyn,2,3,1,316.0,,Lustboy,Taric,0,2,4,32.0,
2013LCKWINTER,2013-01-11,Azubu Frost,Azubu Blaze,1,Shy,Olaf,5,0,5,232.0,,CloudTemplar,Shen,1,2,12,166.0,,RapidStar,Ryze,3,1,9,247.0,,Woong (Jang Gun-woong),Miss Fortune,5,3,7,167.0,,MadLife,Blitzcrank,2,0,8,26.0,,Flame,Shen,2,3,2,231.0,,Helios (Shin Dong-jin),Cho'Gath,0,3,4,118.0,,Ambition,Evelynn,2,4,3,218.0,,Cpt Jack,Kog'Maw,2,4,1,284.0,,Lustboy,Nunu,0,2,3,34.0,
2013LCKWINTER,2013-01-18,NaJin Sword,KT Rolster B,1,MakNooN,Kha'Zix,6,5,8,303.0,,Watch,Cho'Gath,0,4,7,125.0,,SSONG,Gragas,4,1,8,252.0,,PraY,Caitlyn,5,0,8,378.0,,Cain,Nunu,1,1,13,14.0,,Ragan,Irelia,4,1,4,275.0,,KaKAO,Amumu,0,6,5,151.0,,Ryu,Ahri,4,5,4,280.0,,Score,Miss Fortune,2,2,7,294.0,,Mafa,Sona,1,2,8,27.0,
2013LCKWINTER,2013-01-18,KT Rolster B,NaJin Sword,0,Ragan,Irelia,1,4,4,114.0,,KaKAO,Lee Sin,0,3,3,108.0,,Ryu,Kha'Zix,2,5,3,213.0,,Score,Annie,4,5,2,142.0,,Mafa,Jarvan IV,0,5,5,43.0,,MakNooN,Elise,7,3,5,146.0,,Watch,Amumu,2,2,13,111.0,,SSONG,Ryze,6,1,6,207.0,,PraY,Miss Fortune,7,1,12,221.0,,Cain,Taric,0,0,19,7.0,
2013LCKWINTER,2013-01-18,NaJin Sword,KT Rolster B,1,MakNooN,Shen,2,1,12,152.0,,Watch,Nocturne,3,0,5,121.0,,SSONG,Ryze,4,0,3,187.0,,PraY,Ezreal,4,0,9,171.0,,Cain,Taric,1,0,9,15.0,,Ragan,Elise,0,4,0,121.0,,KaKAO,Cho'Gath,1,3,0,83.0,,Ryu,Kha'Zix,0,1,1,204.0,,Score,Miss Fortune,0,2,0,170.0,,Mafa,Sona,0,4,1,13.0,
2013LCKWINTER,2013-01-25,KT Rolster B,Azubu Blaze,1,Ragan,Shen,4,1,9,318.0,,KaKAO,Xin Zhao,5,3,12,149.0,,Ryu,Twisted Fate,7,0,6,396.0,,Score,Miss Fortune,2,0,10,348.0,,Mafa,Lulu,1,2,10,41.0,,Flame,Vladimir,1,5,4,312.0,,Helios (Shin Dong-jin),Nocturne,0,6,3,155.0,,Ambition,Ryze,4,2,0,414.0,,Cpt Jack,Caitlyn,1,2,3,418.0,,Lustboy,Nunu,0,4,3,25.0,
2013LCKWINTER,2013-01-25,Azubu Blaze,KT Rolster B,0,Flame,Olaf,2,2,0,184.0,,Helios (Shin Dong-jin),Dr. Mundo,0,2,2,113.0,,Ambition,Kassadin,0,3,2,183.0,,Cpt Jack,Miss Fortune,0,2,1,230.0,,Lustboy,Sona,1,1,2,30.0,,Ragan,Irelia,3,0,4,184.0,,KaKAO,Xin Zhao,0,1,8,74.0,,Ryu,Gragas,5,1,1,219.0,,Score,Ezreal,2,1,3,192.0,,Mafa,Lulu,0,0,6,13.0,
2013LCKWINTER,2013-01-25,KT Rolster B,Azubu Blaze,1,Ragan,Irelia,3,1,7,152.0,,KaKAO,Lee Sin,4,1,7,103.0,,Ryu,Kha'Zix,6,0,5,196.0,,Score,Miss Fortune,3,1,10,186.0,,Mafa,Lulu,0,1,9,12.0,,Flame,Renekton,2,3,1,181.0,,Helios (Shin Dong-jin),Xin Zhao,0,3,1,94.0,,Ambition,Ryze,1,4,1,194.0,,Cpt Jack,Ezreal,0,2,2,203.0,,Lustboy,Sona,1,4,1,10.0,
2013LCKWINTER,2013-02-02,NaJin Sword,Azubu Frost,1,MakNooN,Renekton,2,1,10,221.0,,Watch,Xin Zhao,4,3,11,91.0,,SSONG,Evelynn,7,1,8,235.0,,PraY,Twitch,8,2,7,237.0,,Cain,Nunu,1,0,15,27.0,,Shy,Irelia,3,4,1,214.0,,CloudTemplar,Amumu,0,6,4,102.0,,RapidStar,Twisted Fate,1,4,4,214.0,,Woong (Jang Gun-woong),Ezreal,3,3,3,187.0,,MadLife,Lulu,0,5,6,22.0,
2013LCKWINTER,2013-02-02,Azubu Frost,NaJin Sword,0,Shy,Irelia,2,9,12,236.0,,CloudTemplar,Shen,0,8,18,289.0,,RapidStar,Ryze,6,8,10,284.0,,Woong (Jang Gun-woong),Ezreal,10,2,7,399.0,,MadLife,Lulu,3,5,15,85.0,,MakNooN,Rumble,5,5,15,244.0,,Watch,Xin Zhao,2,4,18,160.0,,SSONG,Twisted Fate,5,4,20,361.0,,PraY,Twitch,18,4,5,383.0,,Cain,Taric,2,4,22,26.0,
2013LCKWINTER,2013-02-02,NaJin Sword,Azubu Frost,1,MakNooN,Renekton,4,3,13,339.0,,Watch,Xin Zhao,0,2,17,125.0,,SSONG,Evelynn,10,0,10,195.0,,PraY,Twitch,8,1,10,239.0,,Cain,Lulu,2,2,14,33.0,,Shy,Irelia,1,4,5,256.0,,CloudTemplar,Trundle,2,6,4,118.0,,RapidStar,Ryze,3,4,4,223.0,,Woong (Jang Gun-woong),Ezreal,0,7,6,264.0,,MadLife,Alistar,2,3,5,35.0,
