league,date,Blue,Red,winner,BT,BTC,BTK,BTD,BTA,BTCS,BTG,BJ,BJC,BJK,BJD,BJA,BJCS,BJG,BM,BMC,BMK,BMD,BMA,BMCS,BMG,BA,BAC,BAK,BAD,BAA,BACS,BAG,BS,BSC,BSK,BSD,BSA,BSCS,BSG,RT,RTC,RTK,RTD,RTA,RTCS,RTG,RJ,RJC,RJK,RJD,RJA,RJCS,RJG,RM,RMC,RMK,RMD,RMA,RMCS,RMG,RA,RAC,RAK,RAD,RAA,RACS,RAG,RS,RSC,RSK,RSD,RSA,RSCS,RSG
2013LCKSUMMER,2013-07-24,Incredible Miracle 1,KT Rolster Bullets,1,Smeb,Lee Sin,7,2,3,246,13.6,Reignover,Zac,2,4,12,130,10.2,MidKing,Orianna,1,1,8,288,12.3,Paragon,Twitch,7,2,4,226,12.9,Black (Kim Jun-hwan),Zyra,0,3,9,16,7.7,Ssumday,Shen,3,3,7,219,10,KaKAO,Jarvan IV,0,3,7,117,7.1,Ryu,Kassadin,5,3,3,260,11.4,Score,Corki,2,3,6,268,10.5,Mafa,Thresh,2,5,6,19,7.2
2013LCKSUMMER,2013-07-27,MiG Blitz,CJ Entus Frost,0,Apple,Kennen,1,5,5,234,9.8,Prime (Yoon Du-sik),Elise,2,6,4,74,7.4,PawN,Ezreal,3,4,3,233,10.4,Ggoggo,Caitlyn,2,2,6,235,10.3,Cammly,Fiddlesticks,0,5,6,17,5.6,Shy,Shen,4,0,15,287,14.7,CloudTemplar,Amumu,2,3,12,128,10,GBM,Twisted Fate,7,4,7,204,12.8,Space,Kog'Maw,7,0,12,260,14.7,MadLife,Thresh,2,1,17,30,8.9
2013LCKSUMMER,2013-07-27,CJ Entus Frost,MiG Blitz,1,Shy,Yorick,3,0,15,140,10,CloudTemplar,Elise,6,1,10,77,9.4,GBM,Zed,8,3,8,152,11.3,Space,Twitch,14,1,10,171,13.6,MadLife,Thresh,2,2,18,24,8.5,Apple,Lissandra,1,6,3,190,7.2,Prime (Yoon Du-sik),Nunu,1,5,5,66,5.2,PawN,Ezreal,3,9,3,117,6.4,Ggoggo,Varus,2,6,3,158,6.7,Cammly,Fiddlesticks,0,7,6,19,4.2
2013LCKSUMMER,2013-08-07,KT Rolster Bullets,CJ Entus Blaze,1,InSec,Zac,3,2,12,292,14.1,KaKAO,Jarvan IV,1,3,11,143,10.6,Ryu,Ahri,7,4,5,333,15.9,Score,Twitch,8,1,4,315,16.4,Mafa,Nami,0,2,13,16,9.6,Flame,Nidalee,5,4,4,305,14.8,Helios (Shin Dong-jin),Amumu,0,3,9,103,8.9,Ambition,Twisted Fate,0,5,5,337,13.9,Cpt Jack,Kog'Maw,6,3,1,331,15.4,Kish,Sona,1,4,7,23,8.4
2013LCKSUMMER,2013-08-07,CJ Entus Blaze,KT Rolster Bullets,1,Flame,Vladimir,4,0,5,241,11.3,Helios (Shin Dong-jin),Evelynn,5,1,6,103,9.2,Ambition,Ryze,3,0,6,220,10.7,Cpt Jack,Twitch,4,1,8,195,10.8,Kish,Sona,0,4,12,10,6.7,InSec,Lissandra,1,2,3,212,8.4,KaKAO,Jarvan IV,0,3,4,79,5.6,Ryu,Orianna,3,3,3,248,9.6,Score,Vayne,2,4,4,203,8.7,Mafa,Nami,0,4,5,7,5.5
2013LCKSUMMER,2013-08-07,KT Rolster Bullets,CJ Entus Blaze,0,InSec,Zac,3,4,11,263,15.7,KaKAO,Evelynn,7,4,13,233,17.1,Ryu,Twisted Fate,7,6,8,467,23.3,Score,Twitch,6,5,10,335,18.6,Mafa,Sona,1,3,13,40,11.7,Flame,Shen,1,8,18,315,17.4,Helios (Shin Dong-jin),Jarvan IV,3,6,9,129,12.8,Ambition,Ryze,8,3,6,361,19.3,Cpt Jack,Vayne,9,3,4,503,23.3,Kish,Zyra,1,4,14,55,12.6
2013LCKSUMMER,2013-08-07,CJ Entus Blaze,KT Rolster Bullets,0,Flame,Shen,1,3,4,183,7.5,Helios (Shin Dong-jin),Evelynn,2,7,3,74,5.7,Ambition,Gragas,1,2,1,223,7.8,Cpt Jack,Vayne,1,2,0,191,7.3,Kish,Zyra,0,3,0,23,4,InSec,Jayce,2,2,7,219,11.4,KaKAO,Elise,6,1,10,89,9.6,Ryu,Twisted Fate,1,1,7,220,11.1,Score,Twitch,5,1,6,244,12.4,Mafa,Sona,3,0,10,16,8.3
2013LCKSUMMER,2013-08-07,KT Rolster Bullets,CJ Entus Blaze,1,InSec,Shen,3,0,8,236,12.6,KaKAO,Elise,1,2,6,95,9.2,Ryu,Zed,7,3,3,279,14.6,Score,Twitch,2,3,7,235,12.4,Mafa,Sona,0,0,11,27,9.4,Flame,Vladimir,3,2,3,241,10,Helios (Shin Dong-jin),Lee Sin,1,2,4,100,6.8,Ambition,Karthus,3,4,5,236,10,Cpt Jack,Ashe,1,3,6,202,9.4,Kish,Sona,0,2,7,11,5.6
2013LCKSUMMER,2013-08-09,CJ Entus Frost,NaJin White Shield,1,Shy,Shen,2,1,7,256,12,CloudTemplar,Nocturne,3,1,6,157,10.4,RapidStar,Ahri,5,0,8,244,12.7,Space,Ezreal,2,2,14,234,12.2,MadLife,Sona,4,1,10,42,9.6,Save,Zac,0,2,1,219,8.5,NoFe,Nunu,0,4,4,82,6.1,Ggoong,Ryze,2,3,0,282,11.1,Zefa,Caitlyn,2,4,1,226,9.5,GorillA,Fiddlesticks,1,3,3,23,5.8
2013LCKSUMMER,2013-08-09,NaJin White Shield,CJ Entus Frost,0,Save,Renekton,3,3,5,217,10.4,NoFe,Vi,0,7,4,106,7.2,Ggoong,Twisted Fate,2,2,4,254,10.7,Zefa,Caitlyn,5,4,3,235,11.5,GorillA,Nami,0,6,5,14,6,Shy,Zac,4,1,13,185,11.7,CloudTemplar,Jarvan IV,2,5,17,124,10,RapidStar,Ahri,8,1,7,249,14.1,Space,Twitch,7,2,7,241,13.3,MadLife,Sona,1,1,16,29,9.1
2013LCKSUMMER,2013-08-09,CJ Entus Frost,NaJin White Shield,1,Shy,Ryze,5,3,11,217,12.3,CloudTemplar,Amumu,1,2,11,101,8.8,RapidStar,Gragas,7,0,5,203,11.9,Space,Twitch,6,1,7,175,11.3,MadLife,Sona,2,0,16,28,9.1,Save,Renekton,2,2,3,181,8.7,NoFe,Jarvan IV,0,5,6,90,6.5,Ggoong,Ahri,2,7,4,193,9,Zefa,Caitlyn,2,2,2,209,9.4,GorillA,Nami,0,5,4,12,5.9
2013LCKSUMMER,2013-08-14,Jin Air Falcons,SK Telecom T1,0,Fenix,Shen,0,4,3,146,6.6,Reapered,Evelynn,4,4,1,95,6.5,Roar (Oh Jang-won),Ezreal,0,5,2,226,7.9,Raven (Kim Ae-jun),Kog'Maw,1,4,2,177,7.4,StarLast,Blitzcrank,0,4,4,8,4,Impact,Zac,4,1,11,160,9.3,Bengi,Jarvan IV,2,0,17,91,8.1,Faker,Orianna,6,2,13,248,11.8,Piglet,Vayne,9,0,3,233,12,PoohManDu,Nami,0,2,15,6,6.3
2013LCKSUMMER,2013-08-14,SK Telecom T1,Jin Air Falcons,1,Impact,Zac,3,0,9,103,7.3,Bengi,Nunu,1,0,14,35,5.9,Faker,Orianna,7,0,7,241,11,Piglet,Caitlyn,6,0,5,201,9.9,PoohManDu,Nami,0,1,13,7,5.5,Fenix,Vladimir,0,6,1,112,4.9,Reapered,Evelynn,1,3,0,61,3.9,Roar (Oh Jang-won),Zed,0,3,0,146,5.3,Raven (Kim Ae-jun),Vayne,0,3,1,130,5,StarLast,Sona,0,2,1,5,2.8
2013LCKSUMMER,2013-08-14,Jin Air Falcons,SK Telecom T1,0,Fenix,Shen,1,4,5,119,6,Reapered,Nocturne,1,3,3,97,5.3,Roar (Oh Jang-won),Ahri,4,4,1,145,7.4,Raven (Kim Ae-jun),Caitlyn,1,4,4,174,6.7,StarLast,Lulu,0,4,6,17,3.9,Impact,Singed,2,0,10,189,8.4,Bengi,Nunu,1,2,15,40,6,Faker,Diana,5,1,3,187,9,Piglet,Vayne,11,3,5,158,10.6,PoohManDu,Nami,0,1,15,7,5.5
2013LCKSUMMER,2013-08-16,Chunnam Tech U.,MVP Ozone,0,NonameD,Zac,0,3,4,235,10,Raccoon,Nocturne,1,4,2,114,7.6,Mima,Ahri,1,3,1,258,10.3,Riris,Twitch,2,4,0,264,11,Wolf (Lee Jae-wan),Sona,0,1,2,22,5.8,Homme,Shen,2,0,9,285,12.9,DanDy,Jarvan IV,0,2,14,123,9.3,Dade,Zed,6,2,6,362,15.8,Imp,Caitlyn,5,0,3,305,14,Mata,Lulu,2,0,9,40,9.2
2013LCKSUMMER,2013-08-16,MVP Ozone,Chunnam Tech U.,1,Homme,Zac,10,1,8,273,14.6,DanDy,Lee Sin,4,4,4,89,8.7,Dade,Ezreal,5,2,9,360,14.4,Imp,Vayne,3,3,10,243,11.7,Mata,Sona,2,0,16,29,8,NonameD,Shen,1,4,5,210,9,Raccoon,Nocturne,3,4,5,108,7.8,Mima,Lissandra,0,7,6,282,10.4,Riris,Twitch,6,5,1,219,10.4,Wolf (Lee Jae-wan),Zyra,0,4,6,22,6.2
2013LCKSUMMER,2013-08-16,Chunnam Tech U.,MVP Ozone,0,NonameD,Jax,3,3,3,294,13,Raccoon,Elise,3,7,4,106,8.9,Mima,Lissandra,2,4,9,264,12.5,Riris,Vayne,6,5,1,300,14.1,Wolf (Lee Jae-wan),Zyra,1,6,6,30,7.6,Homme,Shen,5,2,10,269,15,DanDy,Lee Sin,5,4,11,136,12.3,Dade,Twisted Fate,7,2,11,401,19.3,Imp,Caitlyn,8,1,10,320,17.1,Mata,Sona,0,6,16,28,9.3
2013LCKSUMMER,2013-08-21,KT Rolster Bullets,CJ Entus Frost,1,InSec,Zac,3,0,10,361,15.9,KaKAO,Evelynn,4,3,12,174,12.8,Ryu,Zed,10,1,8,316,17.2,Score,Caitlyn,5,2,15,304,15.9,Mafa,Sona,2,2,16,23,10.3,Shy,Shen,5,2,1,291,13.4,CloudTemplar,Jarvan IV,0,4,6,183,9.7,RapidStar,Ahri,0,5,2,249,10.5,Space,Tristana,3,5,2,307,12.9,MadLife,Alistar,0,8,7,20,7.8
2013LCKSUMMER,2013-08-21,CJ Entus Frost,KT Rolster Bullets,0,Shy,Shen,1,3,2,184,7.4,CloudTemplar,Rammus,0,4,0,84,5,RapidStar,Twisted Fate,2,2,1,158,7.6,Space,Vayne,1,4,1,167,7,MadLife,Nami,0,1,2,19,4.7,InSec,Zac,4,0,7,212,10.9,KaKAO,Jarvan IV,0,1,10,48,6.9,Ryu,Karthus,4,1,4,272,11.8,Score,Caitlyn,4,1,6,203,10.8,Mafa,Sona,2,1,10,22,7.7
2013LCKSUMMER,2013-08-21,KT Rolster Bullets,CJ Entus Frost,1,InSec,Zac,6,1,9,280,14.5,KaKAO,Evelynn,4,3,9,117,10.6,Ryu,Zed,4,1,5,253,12.9,Score,Ezreal,5,1,7,297,14.1,Mafa,Fiddlesticks,0,3,9,34,8.5,Shy,Shen,0,5,2,237,10,CloudTemplar,Jarvan IV,3,2,5,154,9.4,RapidStar,Gragas,1,5,2,261,10.8,Space,Caitlyn,5,3,2,318,13.3,MadLife,Nami,0,4,8,20,6.4
2013LCKSUMMER,2013-08-23,SK Telecom T1,MVP Ozone,0,Impact,Singed,3,4,3,289,11.5,Bengi,Jarvan IV,1,4,9,103,7.5,Faker,Karthus,4,6,5,356,13.6,Piglet,Twitch,2,5,6,278,11.4,PoohManDu,Sona,0,6,10,39,6.5,Homme,Nasus,4,2,18,216,14.2,DanDy,Elise,4,2,16,112,12.3,Dade,Zed,10,0,7,387,19.1,Imp,Caitlyn,6,3,11,338,16.9,Mata,Zyra,1,3,16,30,10.2
2013LCKSUMMER,2013-08-23,MVP Ozone,SK Telecom T1,0,Homme,Zac,0,3,1,193,7.7,DanDy,Evelynn,0,3,1,96,5.9,Dade,Twisted Fate,3,3,0,286,12.1,Imp,Caitlyn,0,2,0,238,8.6,Mata,Fiddlesticks,0,5,3,15,5.5,Impact,Shen,4,0,7,247,11.2,Bengi,Vi,1,1,7,103,7.7,Faker,Ahri,5,2,5,245,11.2,Piglet,Vayne,5,0,6,233,11.3,PoohManDu,Sona,1,0,13,26,7.3
2013LCKSUMMER,2013-08-23,SK Telecom T1,MVP Ozone,1,Impact,Vladimir,4,2,3,246,11.3,Bengi,Jarvan IV,2,0,9,101,8.1,Faker,Ezreal,4,2,8,270,12.1,Piglet,Caitlyn,3,1,6,207,10.4,PoohManDu,Sona,1,1,9,25,6.8,Homme,Zac,1,2,3,149,7.9,DanDy,Elise,1,4,2,79,6.6,Dade,Twisted Fate,1,4,1,258,10.8,Imp,Vayne,2,2,2,244,10,Mata,Zyra,1,2,3,22,5.9
2013LCKSUMMER,2013-08-23,MVP Ozone,SK Telecom T1,0,Homme,Shen,2,2,2,185,8.7,DanDy,Elise,1,7,4,71,5.9,Dade,Orianna,5,5,3,294,12,Imp,Ezreal,0,3,4,221,9.1,Mata,Zyra,1,6,4,26,6.1,Impact,Zac,4,1,12,226,12,Bengi,Jarvan IV,2,2,19,76,8.7,Faker,Gragas,11,1,7,318,15.2,Piglet,Vayne,6,2,8,241,12.5,PoohManDu,Lulu,0,3,20,35,7.9
2013LCKSUMMER,2013-08-28,MVP Ozone,CJ Entus Frost,1,Homme,Nasus,3,0,9,184,10.3,DanDy,Jarvan IV,0,1,17,75,8,Dade,Twisted Fate,5,1,7,208,12.3,Imp,Vayne,9,0,4,191,12.2,Mata,Thresh,0,5,11,13,6.8,Shy,Shen,1,3,2,219,8.6,CloudTemplar,Elise,0,4,5,86,5.6,GBM,Fizz,2,2,4,164,7.9,Space,Ezreal,3,2,2,200,8.6,MadLife,Sona,1,6,4,14,4.8
2013LCKSUMMER,2013-08-28,CJ Entus Frost,MVP Ozone,1,Shy,Zac,6,1,7,272,14.1,CloudTemplar,Amumu,0,4,7,110,8.8,GBM,Zed,6,2,3,235,12.9,Space,Caitlyn,5,2,7,262,13.4,MadLife,Lulu,3,4,9,27,9.3,Homme,Shen,1,3,7,222,9.6,DanDy,Elise,2,5,7,87,7.2,Dade,Vladimir,4,4,6,305,12.3,Imp,Varus,5,4,4,250,11,Mata,Sona,1,4,10,22,7
2013LCKSUMMER,2013-08-28,MVP Ozone,CJ Entus Frost,1,Homme,Nasus,4,3,14,262,14.2,DanDy,Jarvan IV,1,6,17,86,9.7,Dade,Ezreal,10,5,13,385,18.2,Imp,Caitlyn,12,3,12,308,17.7,Mata,Thresh,0,4,20,19,9.8,Shy,Zac,7,5,7,293,15,CloudTemplar,Maokai,0,7,17,97,9.1,GBM,Karthus,8,8,9,332,16.1,Space,Vayne,5,3,6,274,13.6,MadLife,Lulu,0,4,13,31,8.3
2013LCKSUMMER,2013-08-28,CJ Entus Frost,MVP Ozone,1,Shy,Zed,3,2,6,292,13,CloudTemplar,Jarvan IV,3,2,15,78,8.8,GBM,Orianna,5,1,9,211,11.6,Space,Twitch,6,2,9,179,11.4,MadLife,Sona,3,2,14,23,8.7,Homme,Shen,1,4,5,178,8.6,DanDy,Elise,1,4,5,61,6.2,Dade,Karthus,4,5,4,235,11,Imp,Caitlyn,2,2,5,288,11.2,Mata,Thresh,1,5,4,15,5.9
2013LCKSUMMER,2013-08-28,CJ Entus Frost,MVP Ozone,0,Shy,Jax,0,1,5,267,10.7,CloudTemplar,Amumu,3,4,7,106,8.1,GBM,Zed,8,5,3,202,11.9,Space,Twitch,3,4,5,194,9.8,MadLife,Thresh,1,4,8,15,6.6,Homme,Nasus,4,2,6,163,9.4,DanDy,Lee Sin,2,2,10,90,8,Dade,Zed,8,7,1,228,12.1,Imp,Vayne,2,2,7,222,10,Mata,Thresh,2,2,9,19,6.7
2013LCKSUMMER,2013-08-31,SK Telecom T1,KT Rolster Bullets,0,Impact,Kennen,2,4,6,192,8.6,Bengi,Nunu,0,6,9,59,6.1,Faker,Orianna,0,5,7,287,9.7,Piglet,Vayne,9,2,1,275,12.5,PoohManDu,Sona,0,7,9,24,5.2,InSec,Jarvan IV,6,3,12,158,12.2,KaKAO,Elise,5,2,13,77,10.3,Ryu,Gragas,0,1,16,301,13.7,Score,Ezreal,11,1,12,257,16,Mafa,Fiddlesticks,2,4,15,29,9.6
2013LCKSUMMER,2013-08-31,KT Rolster Bullets,SK Telecom T1,1,InSec,Zac,4,1,14,229,13.4,KaKAO,Elise,6,4,11,77,10.7,Ryu,Gragas,6,2,9,288,14.2,Score,Tristana,9,2,10,313,16.6,Mafa,Fiddlesticks,1,1,14,29,9.2,Impact,Nasus,3,7,2,234,10.8,Bengi,Jarvan IV,0,6,7,120,8,Faker,Ahri,5,4,5,354,14.7,Piglet,Vayne,2,4,1,256,11.3,PoohManDu,Sona,0,5,8,33,7.2
2013LCKSUMMER,2013-08-31,SK Telecom T1,KT Rolster Bullets,1,Impact,Malphite,2,1,11,148,7.7,Bengi,Vi,1,0,11,72,5.9,Faker,Zed,9,0,8,155,9.6,Piglet,Vayne,7,1,7,135,8.7,PoohManDu,Zyra,5,2,9,38,6.5,InSec,Jarvan IV,1,3,1,118,4.9,KaKAO,Elise,1,4,1,62,4,Ryu,Gragas,1,6,1,118,5.1,Score,Ezreal,0,6,4,103,4.6,Mafa,Lulu,1,5,2,20,3.8
2013LCKSUMMER,2013-08-31,KT Rolster Bullets,SK Telecom T1,0,InSec,Zac,2,4,3,195,9.9,KaKAO,Elise,2,4,3,106,8.4,Ryu,Gragas,1,4,6,314,12.2,Score,Vayne,4,5,3,252,12.2,Mafa,Sona,0,3,8,21,7.3,Impact,Shen,0,3,16,267,13.1,Bengi,Vi,6,1,11,122,11.4,Faker,Ahri,6,1,9,303,15.3,Piglet,Twitch,8,2,10,322,16.4,PoohManDu,Zyra,0,2,10,41,8.1
2013LCKSUMMER,2013-08-31,KT Rolster Bullets,SK Telecom T1,0,InSec,Shen,1,3,8,145,8.3,KaKAO,Evelynn,2,6,8,93,7.5,Ryu,Zed,5,6,4,275,12.2,Score,Caitlyn,2,5,10,280,11.9,Mafa,Fiddlesticks,2,6,7,42,8,Impact,Shen,7,3,9,225,14.5,Bengi,Vi,3,1,12,113,10.9,Faker,Zed,8,6,5,309,16,Piglet,Vayne,8,1,6,281,15.5,PoohManDu,Zyra,0,2,18,42,10.3
